"","Destination","Dest.Code","Origin","Origin.Code","Year","Value"
"65283","Turks and Caicos Islands","TCA","Belgium","BEL",2001,0
"65289","Turks and Caicos Islands","TCA","France","FRA",2001,0
"65299","Turks and Caicos Islands","TCA","Portugal","PRT",2001,0
"65221","Turks and Caicos Islands","TCA","Luxembourg","LUX",2002,0
"65222","Turks and Caicos Islands","TCA","Portugal","PRT",2002,0
"65225","Turks and Caicos Islands","TCA","France","FRA",2002,0
"65235","Turks and Caicos Islands","TCA","Italy","ITA",2002,0
"65244","Turks and Caicos Islands","TCA","Turkey","TUR",2002,0
"65285","Turks and Caicos Islands","TCA","Germany","DEU",2002,0
"65287","Turks and Caicos Islands","TCA","Belgium","BEL",2002,0
"65224","Turks and Caicos Islands","TCA","Italy","ITA",2003,0
"65233","Turks and Caicos Islands","TCA","France","FRA",2003,0
"65240","Turks and Caicos Islands","TCA","Turkey","TUR",2003,0
"65245","Turks and Caicos Islands","TCA","Luxembourg","LUX",2003,0
"65254","Turks and Caicos Islands","TCA","Belgium","BEL",2003,0
"65257","Turks and Caicos Islands","TCA","Germany","DEU",2003,0
"65280","Turks and Caicos Islands","TCA","Portugal","PRT",2003,1
"65223","Turks and Caicos Islands","TCA","Italy","ITA",2004,0
"65228","Turks and Caicos Islands","TCA","Portugal","PRT",2004,0
"65230","Turks and Caicos Islands","TCA","Belgium","BEL",2004,0
"65243","Turks and Caicos Islands","TCA","Germany","DEU",2004,0
"65265","Turks and Caicos Islands","TCA","Turkey","TUR",2004,0
"65269","Turks and Caicos Islands","TCA","France","FRA",2004,0
"65284","Turks and Caicos Islands","TCA","Luxembourg","LUX",2004,0
"65258","Turks and Caicos Islands","TCA","Turkey","TUR",2005,1
"65263","Turks and Caicos Islands","TCA","Germany","DEU",2005,0
"65264","Turks and Caicos Islands","TCA","Italy","ITA",2005,0
"65270","Turks and Caicos Islands","TCA","France","FRA",2005,0
"65276","Turks and Caicos Islands","TCA","Belgium","BEL",2005,0
"65278","Turks and Caicos Islands","TCA","Luxembourg","LUX",2005,0
"65300","Turks and Caicos Islands","TCA","Portugal","PRT",2005,0
"65239","Turks and Caicos Islands","TCA","Luxembourg","LUX",2006,0
"65255","Turks and Caicos Islands","TCA","Belgium","BEL",2006,0
"65260","Turks and Caicos Islands","TCA","France","FRA",2006,1
"65286","Turks and Caicos Islands","TCA","Portugal","PRT",2006,0
"65288","Turks and Caicos Islands","TCA","Turkey","TUR",2006,0
"65294","Turks and Caicos Islands","TCA","Italy","ITA",2006,0
"65302","Turks and Caicos Islands","TCA","Germany","DEU",2006,0
"65232","Turks and Caicos Islands","TCA","Belgium","BEL",2007,0
"65238","Turks and Caicos Islands","TCA","Germany","DEU",2007,16
"65242","Turks and Caicos Islands","TCA","Portugal","PRT",2007,0
"65246","Turks and Caicos Islands","TCA","Turkey","TUR",2007,0
"65249","Turks and Caicos Islands","TCA","Luxembourg","LUX",2007,10
"65274","Turks and Caicos Islands","TCA","Italy","ITA",2007,0
"65303","Turks and Caicos Islands","TCA","France","FRA",2007,0
"65236","Turks and Caicos Islands","TCA","Italy","ITA",2008,81
"65248","Turks and Caicos Islands","TCA","France","FRA",2008,0
"65259","Turks and Caicos Islands","TCA","Belgium","BEL",2008,0
"65268","Turks and Caicos Islands","TCA","Luxembourg","LUX",2008,0
"65277","Turks and Caicos Islands","TCA","Turkey","TUR",2008,0
"65281","Turks and Caicos Islands","TCA","Germany","DEU",2008,0
"65301","Turks and Caicos Islands","TCA","Portugal","PRT",2008,0
"65227","Turks and Caicos Islands","TCA","Belgium","BEL",2009,0
"65234","Turks and Caicos Islands","TCA","Germany","DEU",2009,0
"65237","Turks and Caicos Islands","TCA","Portugal","PRT",2009,0
"65250","Turks and Caicos Islands","TCA","Luxembourg","LUX",2009,0
"65256","Turks and Caicos Islands","TCA","Turkey","TUR",2009,0
"65271","Turks and Caicos Islands","TCA","France","FRA",2009,0
"65292","Turks and Caicos Islands","TCA","Italy","ITA",2009,7
"65226","Turks and Caicos Islands","TCA","Germany","DEU",2010,0
"65241","Turks and Caicos Islands","TCA","Portugal","PRT",2010,0
"65247","Turks and Caicos Islands","TCA","Belgium","BEL",2010,0
"65262","Turks and Caicos Islands","TCA","Italy","ITA",2010,1
"65272","Turks and Caicos Islands","TCA","Turkey","TUR",2010,0
"65298","Turks and Caicos Islands","TCA","Luxembourg","LUX",2010,1
"65304","Turks and Caicos Islands","TCA","France","FRA",2010,0
"65251","Turks and Caicos Islands","TCA","Luxembourg","LUX",2011,0
"65253","Turks and Caicos Islands","TCA","Belgium","BEL",2011,0
"65266","Turks and Caicos Islands","TCA","Germany","DEU",2011,0
"65275","Turks and Caicos Islands","TCA","Italy","ITA",2011,0
"65279","Turks and Caicos Islands","TCA","Turkey","TUR",2011,0
"65295","Turks and Caicos Islands","TCA","France","FRA",2011,0
"65297","Turks and Caicos Islands","TCA","Portugal","PRT",2011,0
"65231","Turks and Caicos Islands","TCA","Portugal","PRT",2012,0
"65252","Turks and Caicos Islands","TCA","Germany","DEU",2012,0
"65261","Turks and Caicos Islands","TCA","Italy","ITA",2012,1
"65290","Turks and Caicos Islands","TCA","Turkey","TUR",2012,0
"65291","Turks and Caicos Islands","TCA","Luxembourg","LUX",2012,0
"65293","Turks and Caicos Islands","TCA","Belgium","BEL",2012,3
"65296","Turks and Caicos Islands","TCA","France","FRA",2012,0
"68795","Uganda","UGA","Singapore","SGP",2001,2
"68809","Uganda","UGA","United States","USA",2001,4
"68856","Uganda","UGA","Belgium","BEL",2001,2
"68871","Uganda","UGA","India","IND",2001,2
"68874","Uganda","UGA","Netherlands","NLD",2001,5
"68888","Uganda","UGA","Bermuda","BMU",2001,32
"68896","Uganda","UGA","Kenya","KEN",2001,15
"68900","Uganda","UGA","South Africa","ZAF",2001,18
"68906","Uganda","UGA","United Kingdom","GBR",2001,36
"68911","Uganda","UGA","Mauritius","MUS",2001,5
"68918","Uganda","UGA","France","FRA",2001,2
"68927","Uganda","UGA","Sweden","SWE",2001,3
"68794","Uganda","UGA","Bermuda","BMU",2002,38
"68801","Uganda","UGA","Singapore","SGP",2002,3
"68818","Uganda","UGA","India","IND",2002,3
"68827","Uganda","UGA","South Africa","ZAF",2002,21
"68849","Uganda","UGA","United Kingdom","GBR",2002,42
"68854","Uganda","UGA","Sweden","SWE",2002,3
"68881","Uganda","UGA","Netherlands","NLD",2002,6
"68887","Uganda","UGA","France","FRA",2002,2
"68897","Uganda","UGA","Mauritius","MUS",2002,7
"68919","Uganda","UGA","Belgium","BEL",2002,2
"68923","Uganda","UGA","Kenya","KEN",2002,17
"68925","Uganda","UGA","United States","USA",2002,4
"68797","Uganda","UGA","India","IND",2003,5
"68804","Uganda","UGA","Singapore","SGP",2003,0
"68813","Uganda","UGA","United States","USA",2003,31
"68834","Uganda","UGA","France","FRA",2003,9
"68847","Uganda","UGA","Bermuda","BMU",2003,0
"68858","Uganda","UGA","Kenya","KEN",2003,29
"68878","Uganda","UGA","Sweden","SWE",2003,6
"68889","Uganda","UGA","Mauritius","MUS",2003,15
"68892","Uganda","UGA","South Africa","ZAF",2003,4
"68909","Uganda","UGA","United Kingdom","GBR",2003,77
"68915","Uganda","UGA","Belgium","BEL",2003,2
"68928","Uganda","UGA","Netherlands","NLD",2003,9
"68787","Uganda","UGA","Singapore","SGP",2004,0
"68812","Uganda","UGA","Netherlands","NLD",2004,14
"68820","Uganda","UGA","Bermuda","BMU",2004,0
"68826","Uganda","UGA","United States","USA",2004,45
"68832","Uganda","UGA","Sweden","SWE",2004,9
"68835","Uganda","UGA","United Kingdom","GBR",2004,112
"68864","Uganda","UGA","Kenya","KEN",2004,42
"68867","Uganda","UGA","France","FRA",2004,13
"68877","Uganda","UGA","South Africa","ZAF",2004,6
"68883","Uganda","UGA","India","IND",2004,7
"68890","Uganda","UGA","Belgium","BEL",2004,2
"68904","Uganda","UGA","Mauritius","MUS",2004,22
"68814","Uganda","UGA","France","FRA",2005,17
"68815","Uganda","UGA","Kenya","KEN",2005,54
"68831","Uganda","UGA","United Kingdom","GBR",2005,144
"68844","Uganda","UGA","Sweden","SWE",2005,11
"68855","Uganda","UGA","South Africa","ZAF",2005,8
"68863","Uganda","UGA","Singapore","SGP",2005,1
"68869","Uganda","UGA","United States","USA",2005,58
"68876","Uganda","UGA","Mauritius","MUS",2005,28
"68882","Uganda","UGA","India","IND",2005,9
"68895","Uganda","UGA","Belgium","BEL",2005,3
"68917","Uganda","UGA","Netherlands","NLD",2005,18
"68920","Uganda","UGA","Bermuda","BMU",2005,0
"68788","Uganda","UGA","South Africa","ZAF",2006,13
"68800","Uganda","UGA","Bermuda","BMU",2006,1
"68802","Uganda","UGA","France","FRA",2006,29
"68805","Uganda","UGA","India","IND",2006,15
"68811","Uganda","UGA","Kenya","KEN",2006,92
"68816","Uganda","UGA","Belgium","BEL",2006,5
"68822","Uganda","UGA","Mauritius","MUS",2006,47
"68846","Uganda","UGA","Singapore","SGP",2006,1
"68850","Uganda","UGA","Netherlands","NLD",2006,30
"68868","Uganda","UGA","United Kingdom","GBR",2006,245
"68879","Uganda","UGA","Sweden","SWE",2006,19
"68926","Uganda","UGA","United States","USA",2006,99
"68793","Uganda","UGA","Bermuda","BMU",2007,60
"68803","Uganda","UGA","France","FRA",2007,31
"68819","Uganda","UGA","United States","USA",2007,83
"68830","Uganda","UGA","Sweden","SWE",2007,24
"68833","Uganda","UGA","United Kingdom","GBR",2007,262
"68857","Uganda","UGA","India","IND",2007,29
"68870","Uganda","UGA","Kenya","KEN",2007,116
"68884","Uganda","UGA","Belgium","BEL",2007,2
"68885","Uganda","UGA","Netherlands","NLD",2007,22
"68901","Uganda","UGA","Singapore","SGP",2007,1
"68907","Uganda","UGA","Mauritius","MUS",2007,40
"68924","Uganda","UGA","South Africa","ZAF",2007,67
"68799","Uganda","UGA","Belgium","BEL",2008,2
"68806","Uganda","UGA","South Africa","ZAF",2008,51
"68828","Uganda","UGA","Mauritius","MUS",2008,31
"68841","Uganda","UGA","United Kingdom","GBR",2008,250
"68843","Uganda","UGA","Bermuda","BMU",2008,50
"68851","Uganda","UGA","France","FRA",2008,23
"68860","Uganda","UGA","Singapore","SGP",2008,1
"68865","Uganda","UGA","United States","USA",2008,69
"68866","Uganda","UGA","Netherlands","NLD",2008,17
"68902","Uganda","UGA","Sweden","SWE",2008,15
"68914","Uganda","UGA","Kenya","KEN",2008,94
"68916","Uganda","UGA","India","IND",2008,27
"68789","Uganda","UGA","Kenya","KEN",2009,55
"68798","Uganda","UGA","Bermuda","BMU",2009,87
"68839","Uganda","UGA","India","IND",2009,19
"68842","Uganda","UGA","Belgium","BEL",2009,29
"68845","Uganda","UGA","Netherlands","NLD",2009,16
"68853","Uganda","UGA","United States","USA",2009,19
"68859","Uganda","UGA","France","FRA",2009,3
"68862","Uganda","UGA","United Kingdom","GBR",2009,228
"68891","Uganda","UGA","Singapore","SGP",2009,0
"68893","Uganda","UGA","South Africa","ZAF",2009,90
"68898","Uganda","UGA","Mauritius","MUS",2009,54
"68908","Uganda","UGA","Sweden","SWE",2009,-22
"68786","Uganda","UGA","France","FRA",2010,5
"68792","Uganda","UGA","Belgium","BEL",2010,-43
"68796","Uganda","UGA","South Africa","ZAF",2010,17
"68817","Uganda","UGA","Bermuda","BMU",2010,12
"68824","Uganda","UGA","Mauritius","MUS",2010,93
"68829","Uganda","UGA","United States","USA",2010,11
"68836","Uganda","UGA","Netherlands","NLD",2010,125
"68861","Uganda","UGA","United Kingdom","GBR",2010,130
"68872","Uganda","UGA","Singapore","SGP",2010,-2
"68873","Uganda","UGA","Sweden","SWE",2010,2
"68875","Uganda","UGA","India","IND",2010,39
"68903","Uganda","UGA","Kenya","KEN",2010,88
"68785","Uganda","UGA","United States","USA",2011,3
"68790","Uganda","UGA","Kenya","KEN",2011,173
"68791","Uganda","UGA","United Kingdom","GBR",2011,116
"68807","Uganda","UGA","France","FRA",2011,-3
"68825","Uganda","UGA","Belgium","BEL",2011,-61
"68837","Uganda","UGA","Netherlands","NLD",2011,164
"68838","Uganda","UGA","India","IND",2011,19
"68848","Uganda","UGA","Mauritius","MUS",2011,105
"68852","Uganda","UGA","Singapore","SGP",2011,9
"68880","Uganda","UGA","Sweden","SWE",2011,1
"68910","Uganda","UGA","South Africa","ZAF",2011,14
"68921","Uganda","UGA","Bermuda","BMU",2011,38
"68808","Uganda","UGA","Kenya","KEN",2012,99
"68810","Uganda","UGA","Singapore","SGP",2012,10
"68821","Uganda","UGA","South Africa","ZAF",2012,25
"68823","Uganda","UGA","France","FRA",2012,-2
"68840","Uganda","UGA","Mauritius","MUS",2012,6
"68886","Uganda","UGA","India","IND",2012,39
"68894","Uganda","UGA","Bermuda","BMU",2012,-13
"68899","Uganda","UGA","United Kingdom","GBR",2012,117
"68905","Uganda","UGA","United States","USA",2012,20
"68912","Uganda","UGA","Sweden","SWE",2012,0
"68913","Uganda","UGA","Netherlands","NLD",2012,611
"68922","Uganda","UGA","Belgium","BEL",2012,-24
"68932","Ukraine","UKR","Georgia","GEO",2001,0
"68935","Ukraine","UKR","Lithuania","LTU",2001,1
"68977","Ukraine","UKR","Cayman Islands","CYM",2001,0
"68981","Ukraine","UKR","Uzbekistan","UZB",2001,0
"68999","Ukraine","UKR","Sri Lanka","LKA",2001,0
"69048","Ukraine","UKR","Luxembourg","LUX",2001,4
"69064","Ukraine","UKR","Iran, Islamic Republic of","IRN",2001,0
"69075","Ukraine","UKR","Bulgaria","BGR",2001,0
"69078","Ukraine","UKR","Yugoslavia (former)",NA,2001,-2
"69083","Ukraine","UKR","Latvia","LVA",2001,49
"69096","Ukraine","UKR","Finland","FIN",2001,0
"69099","Ukraine","UKR","Switzerland","CHE",2001,61
"69132","Ukraine","UKR","CIS",NA,2001,38
"69140","Ukraine","UKR","Bahamas","BHS",2001,4
"69158","Ukraine","UKR","British Virgin Islands","VGB",2001,82
"69160","Ukraine","UKR","Spain","ESP",2001,0
"69163","Ukraine","UKR","Germany","DEU",2001,10
"69166","Ukraine","UKR","Gibraltar","GIB",2001,-1
"69175","Ukraine","UKR","Romania","ROU",2001,0
"69191","Ukraine","UKR","United Arab Emirates","ARE",2001,0
"69197","Ukraine","UKR","Turks and Caicos Islands","TCA",2001,0
"69211","Ukraine","UKR","United Kingdom","GBR",2001,102
"69227","Ukraine","UKR","Serbia","SRB",2001,0
"69228","Ukraine","UKR","Greece","GRC",2001,-3
"69241","Ukraine","UKR","Liberia","LBR",2001,0
"69256","Ukraine","UKR","Sweden","SWE",2001,12
"69261","Ukraine","UKR","Mauritius","MUS",2001,0
"69265","Ukraine","UKR","Norway","NOR",2001,17
"69268","Ukraine","UKR","Austria","AUT",2001,20
"69277","Ukraine","UKR","Slovenia","SVN",2001,0
"69291","Ukraine","UKR","Belize","BLZ",2001,6
"69295","Ukraine","UKR","Canada","CAN",2001,-5
"69328","Ukraine","UKR","Viet Nam","VNM",2001,3
"69338","Ukraine","UKR","Marshall Islands","MHL",2001,0
"69345","Ukraine","UKR","Singapore","SGP",2001,0
"69346","Ukraine","UKR","New Zealand","NZL",2001,0
"69348","Ukraine","UKR","Seychelles","SYC",2001,0
"69351","Ukraine","UKR","Iceland","ISL",2001,0
"69382","Ukraine","UKR","Isle of Man","IMN",2001,0
"69397","Ukraine","UKR","Armenia","ARM",2001,0
"69398","Ukraine","UKR","Liechtenstein","LIE",2001,-30
"69411","Ukraine","UKR","US Virgin Islands","VIR",2001,0
"69439","Ukraine","UKR","Ireland","IRL",2001,-16
"69442","Ukraine","UKR","Australia","AUS",2001,0
"69451","Ukraine","UKR","Uruguay","URY",2001,0
"69465","Ukraine","UKR","Portugal","PRT",2001,0
"69484","Ukraine","UKR","Estonia","EST",2001,1
"69499","Ukraine","UKR","Russian Federation","RUS",2001,29
"69510","Ukraine","UKR","Poland","POL",2001,6
"69524","Ukraine","UKR","Azerbaijan","AZE",2001,0
"69531","Ukraine","UKR","France","FRA",2001,-16
"69547","Ukraine","UKR","Japan","JPN",2001,0
"69551","Ukraine","UKR","Jordan","JOR",2001,0
"69557","Ukraine","UKR","Belgium","BEL",2001,1
"69559","Ukraine","UKR","Korea, Republic of","KOR",2001,0
"69585","Ukraine","UKR","Croatia","HRV",2001,0
"69588","Ukraine","UKR","Panama","PAN",2001,3
"69598","Ukraine","UKR","China","CHN",2001,0
"69599","Ukraine","UKR","Denmark","DNK",2001,6
"69606","Ukraine","UKR","Turkey","TUR",2001,5
"69613","Ukraine","UKR","Malta","MLT",2001,0
"69615","Ukraine","UKR","Lebanon","LBN",2001,4
"69630","Ukraine","UKR","Hong Kong, China","HKG",2001,0
"69638","Ukraine","UKR","Jersey","JEY",2001,0
"69645","Ukraine","UKR","Anguilla","AIA",2001,0
"69654","Ukraine","UKR","Netherlands","NLD",2001,12
"69663","Ukraine","UKR","Barbados","BRB",2001,0
"69685","Ukraine","UKR","Israel","ISR",2001,6
"69694","Ukraine","UKR","Dominican Republic","DOM",2001,0
"69697","Ukraine","UKR","Italy","ITA",2001,9
"69702","Ukraine","UKR","Peru","PER",2001,0
"69731","Ukraine","UKR","Syrian Arab Republic","SYR",2001,0
"69737","Ukraine","UKR","Hungary","HUN",2001,6
"69754","Ukraine","UKR","Moldova, Republic of","MDA",2001,8
"69760","Ukraine","UKR","India","IND",2001,1
"69767","Ukraine","UKR","Montenegro","MNE",2001,0
"69770","Ukraine","UKR","Kazakhstan","KAZ",2001,0
"69807","Ukraine","UKR","Netherlands Antilles","ANT",2001,0
"69809","Ukraine","UKR","Saint Kitts and Nevis","KNA",2001,10
"69821","Ukraine","UKR","Monaco","MCO",2001,6
"69842","Ukraine","UKR","Belarus","BLR",2001,1
"69851","Ukraine","UKR","Argentina","ARG",2001,0
"69853","Ukraine","UKR","Slovakia","SVK",2001,8
"69860","Ukraine","UKR","The FYR of Macedonia","MKD",2001,0
"69895","Ukraine","UKR","Qatar","QAT",2001,0
"69945","Ukraine","UKR","Cyprus","CYP",2001,115
"69985","Ukraine","UKR","Egypt","EGY",2001,0
"69989","Ukraine","UKR","United States","USA",2001,138
"69994","Ukraine","UKR","Czech Republic","CZE",2001,5
"68948","Ukraine","UKR","France","FRA",2002,16
"68955","Ukraine","UKR","Germany","DEU",2002,67
"68964","Ukraine","UKR","Poland","POL",2002,29
"68965","Ukraine","UKR","India","IND",2002,2
"68966","Ukraine","UKR","Serbia","SRB",2002,0
"68984","Ukraine","UKR","Spain","ESP",2002,3
"69019","Ukraine","UKR","Latvia","LVA",2002,8
"69021","Ukraine","UKR","Uzbekistan","UZB",2002,0
"69022","Ukraine","UKR","Montenegro","MNE",2002,0
"69023","Ukraine","UKR","Hong Kong, China","HKG",2002,0
"69026","Ukraine","UKR","Georgia","GEO",2002,0
"69040","Ukraine","UKR","Lebanon","LBN",2002,6
"69060","Ukraine","UKR","United States","USA",2002,113
"69061","Ukraine","UKR","Switzerland","CHE",2002,48
"69067","Ukraine","UKR","Finland","FIN",2002,0
"69074","Ukraine","UKR","Yugoslavia (former)",NA,2002,0
"69105","Ukraine","UKR","Portugal","PRT",2002,0
"69106","Ukraine","UKR","Marshall Islands","MHL",2002,0
"69136","Ukraine","UKR","New Zealand","NZL",2002,0
"69151","Ukraine","UKR","Gibraltar","GIB",2002,0
"69179","Ukraine","UKR","Hungary","HUN",2002,22
"69189","Ukraine","UKR","Peru","PER",2002,1
"69246","Ukraine","UKR","Russian Federation","RUS",2002,8
"69253","Ukraine","UKR","Jordan","JOR",2002,2
"69270","Ukraine","UKR","Israel","ISR",2002,11
"69280","Ukraine","UKR","Cyprus","CYP",2002,179
"69301","Ukraine","UKR","Estonia","EST",2002,9
"69303","Ukraine","UKR","Bahamas","BHS",2002,-2
"69313","Ukraine","UKR","Isle of Man","IMN",2002,0
"69318","Ukraine","UKR","Ireland","IRL",2002,4
"69370","Ukraine","UKR","Austria","AUT",2002,70
"69379","Ukraine","UKR","Azerbaijan","AZE",2002,0
"69383","Ukraine","UKR","Jersey","JEY",2002,0
"69385","Ukraine","UKR","Italy","ITA",2002,5
"69386","Ukraine","UKR","Armenia","ARM",2002,0
"69393","Ukraine","UKR","Viet Nam","VNM",2002,2
"69412","Ukraine","UKR","US Virgin Islands","VIR",2002,1
"69429","Ukraine","UKR","Iceland","ISL",2002,2
"69458","Ukraine","UKR","Barbados","BRB",2002,0
"69477","Ukraine","UKR","Saint Kitts and Nevis","KNA",2002,-6
"69481","Ukraine","UKR","Belgium","BEL",2002,0
"69494","Ukraine","UKR","Lithuania","LTU",2002,8
"69498","Ukraine","UKR","Denmark","DNK",2002,18
"69506","Ukraine","UKR","Korea, Republic of","KOR",2002,2
"69541","Ukraine","UKR","Greece","GRC",2002,-1
"69548","Ukraine","UKR","Romania","ROU",2002,0
"69566","Ukraine","UKR","Qatar","QAT",2002,0
"69573","Ukraine","UKR","Slovakia","SVK",2002,-2
"69602","Ukraine","UKR","Seychelles","SYC",2002,0
"69623","Ukraine","UKR","Liechtenstein","LIE",2002,27
"69624","Ukraine","UKR","Netherlands","NLD",2002,22
"69642","Ukraine","UKR","Anguilla","AIA",2002,0
"69651","Ukraine","UKR","Mauritius","MUS",2002,0
"69661","Ukraine","UKR","Liberia","LBR",2002,0
"69674","Ukraine","UKR","Syrian Arab Republic","SYR",2002,0
"69682","Ukraine","UKR","Iran, Islamic Republic of","IRN",2002,0
"69688","Ukraine","UKR","Turks and Caicos Islands","TCA",2002,0
"69704","Ukraine","UKR","Sri Lanka","LKA",2002,0
"69735","Ukraine","UKR","Bulgaria","BGR",2002,-1
"69739","Ukraine","UKR","China","CHN",2002,2
"69757","Ukraine","UKR","Argentina","ARG",2002,0
"69775","Ukraine","UKR","CIS",NA,2002,11
"69789","Ukraine","UKR","Croatia","HRV",2002,0
"69805","Ukraine","UKR","Belarus","BLR",2002,2
"69816","Ukraine","UKR","Uruguay","URY",2002,0
"69828","Ukraine","UKR","Panama","PAN",2002,4
"69831","Ukraine","UKR","Japan","JPN",2002,0
"69835","Ukraine","UKR","Egypt","EGY",2002,0
"69838","Ukraine","UKR","United Kingdom","GBR",2002,120
"69844","Ukraine","UKR","Belize","BLZ",2002,-6
"69846","Ukraine","UKR","Netherlands Antilles","ANT",2002,0
"69847","Ukraine","UKR","Singapore","SGP",2002,0
"69852","Ukraine","UKR","Slovenia","SVN",2002,0
"69855","Ukraine","UKR","The FYR of Macedonia","MKD",2002,0
"69869","Ukraine","UKR","Norway","NOR",2002,7
"69875","Ukraine","UKR","Monaco","MCO",2002,0
"69879","Ukraine","UKR","British Virgin Islands","VGB",2002,71
"69886","Ukraine","UKR","Canada","CAN",2002,10
"69891","Ukraine","UKR","Dominican Republic","DOM",2002,0
"69893","Ukraine","UKR","Malta","MLT",2002,2
"69911","Ukraine","UKR","Cayman Islands","CYM",2002,0
"69918","Ukraine","UKR","United Arab Emirates","ARE",2002,1
"69923","Ukraine","UKR","Turkey","TUR",2002,1
"69936","Ukraine","UKR","Moldova, Republic of","MDA",2002,2
"69943","Ukraine","UKR","Czech Republic","CZE",2002,-2
"69949","Ukraine","UKR","Sweden","SWE",2002,1
"69953","Ukraine","UKR","Australia","AUS",2002,0
"69968","Ukraine","UKR","Kazakhstan","KAZ",2002,0
"69992","Ukraine","UKR","Luxembourg","LUX",2002,2
"68929","Ukraine","UKR","Uruguay","URY",2003,1
"68942","Ukraine","UKR","Egypt","EGY",2003,0
"68945","Ukraine","UKR","Iran, Islamic Republic of","IRN",2003,1
"68949","Ukraine","UKR","Argentina","ARG",2003,0
"68951","Ukraine","UKR","Slovakia","SVK",2003,-3
"68959","Ukraine","UKR","Seychelles","SYC",2003,1
"68968","Ukraine","UKR","Hong Kong, China","HKG",2003,0
"68974","Ukraine","UKR","Panama","PAN",2003,10
"68989","Ukraine","UKR","New Zealand","NZL",2003,0
"68994","Ukraine","UKR","CIS",NA,2003,70
"69009","Ukraine","UKR","Belgium","BEL",2003,3
"69012","Ukraine","UKR","Belarus","BLR",2003,1
"69017","Ukraine","UKR","Slovenia","SVN",2003,0
"69031","Ukraine","UKR","United Arab Emirates","ARE",2003,1
"69033","Ukraine","UKR","Norway","NOR",2003,20
"69043","Ukraine","UKR","Hungary","HUN",2003,49
"69050","Ukraine","UKR","Peru","PER",2003,1
"69066","Ukraine","UKR","Kazakhstan","KAZ",2003,0
"69090","Ukraine","UKR","Lebanon","LBN",2003,1
"69092","Ukraine","UKR","Lithuania","LTU",2003,18
"69098","Ukraine","UKR","Turks and Caicos Islands","TCA",2003,0
"69100","Ukraine","UKR","Korea, Republic of","KOR",2003,0
"69110","Ukraine","UKR","Russian Federation","RUS",2003,65
"69117","Ukraine","UKR","Armenia","ARM",2003,0
"69119","Ukraine","UKR","Singapore","SGP",2003,-1
"69121","Ukraine","UKR","United States","USA",2003,170
"69123","Ukraine","UKR","Sri Lanka","LKA",2003,0
"69127","Ukraine","UKR","Saint Kitts and Nevis","KNA",2003,1
"69133","Ukraine","UKR","Denmark","DNK",2003,38
"69147","Ukraine","UKR","Turkey","TUR",2003,10
"69148","Ukraine","UKR","Qatar","QAT",2003,0
"69154","Ukraine","UKR","The FYR of Macedonia","MKD",2003,0
"69180","Ukraine","UKR","Georgia","GEO",2003,0
"69207","Ukraine","UKR","Australia","AUS",2003,0
"69212","Ukraine","UKR","British Virgin Islands","VGB",2003,21
"69219","Ukraine","UKR","Luxembourg","LUX",2003,26
"69224","Ukraine","UKR","Italy","ITA",2003,8
"69236","Ukraine","UKR","Austria","AUT",2003,38
"69245","Ukraine","UKR","Greece","GRC",2003,-4
"69257","Ukraine","UKR","Uzbekistan","UZB",2003,0
"69266","Ukraine","UKR","Mauritius","MUS",2003,0
"69278","Ukraine","UKR","Barbados","BRB",2003,0
"69308","Ukraine","UKR","Azerbaijan","AZE",2003,1
"69311","Ukraine","UKR","Estonia","EST",2003,2
"69315","Ukraine","UKR","Anguilla","AIA",2003,0
"69319","Ukraine","UKR","Japan","JPN",2003,9
"69321","Ukraine","UKR","Switzerland","CHE",2003,49
"69337","Ukraine","UKR","United Kingdom","GBR",2003,167
"69339","Ukraine","UKR","Germany","DEU",2003,134
"69353","Ukraine","UKR","Jersey","JEY",2003,0
"69365","Ukraine","UKR","Ireland","IRL",2003,-1
"69376","Ukraine","UKR","Canada","CAN",2003,17
"69394","Ukraine","UKR","Syrian Arab Republic","SYR",2003,0
"69421","Ukraine","UKR","Viet Nam","VNM",2003,7
"69448","Ukraine","UKR","Jordan","JOR",2003,0
"69457","Ukraine","UKR","Finland","FIN",2003,-2
"69475","Ukraine","UKR","Bahamas","BHS",2003,1
"69482","Ukraine","UKR","Spain","ESP",2003,3
"69516","Ukraine","UKR","Moldova, Republic of","MDA",2003,2
"69537","Ukraine","UKR","Marshall Islands","MHL",2003,0
"69545","Ukraine","UKR","Croatia","HRV",2003,0
"69552","Ukraine","UKR","Latvia","LVA",2003,11
"69554","Ukraine","UKR","Iceland","ISL",2003,2
"69616","Ukraine","UKR","Czech Republic","CZE",2003,3
"69620","Ukraine","UKR","Netherlands Antilles","ANT",2003,0
"69621","Ukraine","UKR","Romania","ROU",2003,1
"69632","Ukraine","UKR","Poland","POL",2003,55
"69677","Ukraine","UKR","Liberia","LBR",2003,0
"69681","Ukraine","UKR","Bulgaria","BGR",2003,2
"69700","Ukraine","UKR","US Virgin Islands","VIR",2003,1
"69715","Ukraine","UKR","Cayman Islands","CYM",2003,0
"69720","Ukraine","UKR","Portugal","PRT",2003,2
"69779","Ukraine","UKR","Liechtenstein","LIE",2003,15
"69785","Ukraine","UKR","Israel","ISR",2003,6
"69792","Ukraine","UKR","France","FRA",2003,19
"69803","Ukraine","UKR","Serbia","SRB",2003,0
"69804","Ukraine","UKR","Sweden","SWE",2003,13
